Page	Chunk	Length	IndentationRatio	Comments	Non-Dic	Non-DicRatio	Keywords	KeywordRatio	Separators	SeparatorRatio	Operators	OperatorRatio	NumberWords	StopWords	StopWordRatio	StopWordRatioLength	ScoreSTD	StopWordSTD	Score	Classification	GoldOutcome
PRE0012	95	102	0	0	1	0.058823529	0	0	2	0.019607843	1	0.009803922	17	9	0.529411765	0.088235294	0.009068627	1.069714985	-0.497062115	text	0
PRE0012	96	268	2.526315789	0	4	0.129032258	6	0.193548387	26	0.097014925	9	0.03358209	31	2	0.064516129	0.007462687	0.034986253	-0.898811775	0.936109887	code	1
PRE0012	97	220	0	0	3	0.076923077	3	0.076923077	0	0	0	0	39	20	0.512820513	0.090909091	0.002386364	1.134878667	-0.866572563	text	0
PRE0012	98	271	2	0	6	0.176470588	7	0.205882353	27	0.099630996	9	0.033210332	34	2	0.058823529	0.007380074	0.036623616	-0.900825149	1.026651484	code	1
PRE0012	99	1191	0	1	2	0.00990099	5	0.024752475	0	0	4	0.003358522	202	109	0.53960396	0.091519731	0.001511335	1.149760717	-0.914959192	text	0
PRE0012	100	35	0	0	1	0.2	0	0	3	0.085714286	1	0.028571429	5	0	0	0	0.032857143	-1.08068653	0.81837607	code	1
PRE0012	101	956	0.055555556	0	4	0.023809524	3	0.017857143	10	0.010460251	1	0.001046025	168	91	0.541666667	0.095188285	0.003402487	1.239167824	-0.810383779	text	0
PRE0012	102	204	1.692307692	1	3	0.136363636	6	0.272727273	23	0.112745098	3	0.014705882	22	1	0.045454545	0.004901961	0.033993213	-0.961219779	0.881197544	code	1
PRE0012	103	389	0	0	1	0.016949153	1	0.016949153	4	0.010282776	0	0	59	27	0.457627119	0.06940874	0.002763496	0.610888955	-0.845718193	text	0
PRE0012	104	164	1.307692308	1	0	0	6	0.285714286	15	0.091463415	6	0.036585366	21	1	0.047619048	0.006097561	0.033477955	-0.932081547	0.852705239	code	1
PRE0012	105	399	0	0	0	0	1	0.015151515	0	0	1	0.002506266	66	34	0.515151515	0.085213033	0.000752	0.996058793	-0.956954941	text	0
PRE0012	106	431	1.903225806	2	3	0.058823529	15	0.294117647	39	0.090487239	11	0.025522042	51	2	0.039215686	0.004640371	0.030615223	-0.967595035	0.694404212	code	1
PRE0012	107	223	0	0	0	0	2	0.054054054	0	0	2	0.00896861	37	21	0.567567568	0.094170404	0.002690583	1.214360827	-0.849750088	text	0
PRE0012	108	146	1.5	0	0	0	7	0.368421053	15	0.102739726	6	0.04109589	19	0	0	0	0.035958904	-1.08068653	0.989894768	code	1
PRE0012	109	4159	0.012195122	0	5	0.007072136	44	0.062234795	23	0.005530176	10	0.002404424	707	362	0.512022631	0.087040154	0.00217615	1.040587963	-0.878196763	text	0
PRE0012	110	127	1.6	0	0	0	8	0.571428571	14	0.11023622	2	0.015748031	14	0	0	0	0.03015748	-1.08068653	0.669092303	code	1
PRE0012	111	1063	0	0	1	0.00617284	18	0.111111111	7	0.006585136	8	0.00752587	162	67	0.413580247	0.063029163	0.003904045	0.455410883	-0.782649032	text	0
PRE0012	112	173	1.846153846	0	0	0	11	0.578947368	20	0.115606936	3	0.01734104	19	0	0	0	0.031747443	-1.08068653	0.757012797	code	1
PRE0012	113	189	0	0	0	0	2	0.076923077	0	0	1	0.005291005	26	10	0.384615385	0.052910053	0.001587302	0.20879586	-0.910758454	text	0
PRE0012	114	151	1.454545455	0	0	0	8	0.421052632	14	0.092715232	6	0.039735099	19	0	0	0	0.033263095	-1.08068653	0.840824058	code	1
PRE0012	115	1429	0	0	1	0.004255319	8	0.034042553	0	0	1	0.00069979	235	122	0.519148936	0.085374388	0.000332	0.999991213	-0.980150977	text	0
PRE0012	116	1093	3.936170213	0	22	0.189655172	30	0.25862069	101	0.092406221	19	0.017383349	116	3	0.025862069	0.002744739	0.029708882	-1.013793894	0.644286099	code	1
PRE0012	117	1575	0	0	20	0.073800738	13	0.04797048	16	0.01015873	1	0.000634921	271	111	0.409594096	0.07047619	0.004698413	0.636904014	-0.738722735	text	0
PRE0012	118	1344	2.966101695	0	55	0.317919075	45	0.260115607	122	0.09077381	30	0.022321429	173	2	0.011560694	0.001488095	0.03439234	-1.044419838	0.903268171	code	1
PRE0012	119	3213	0	0	22	0.041509434	17	0.032075472	15	0.004668534	7	0.002178649	530	260	0.490566038	0.080921257	0.002902272	0.891463008	-0.838044277	text	0
PRE0012	120	40	0	0	0	0	2	0.333333333	9	0.225	0	0	6	0	0	0	0.050625	-1.08068653	1.800888739	code	1
PRE0012	121	471	0.0625	0	0	0	1	0.0125	2	0.004246285	1	0.002123142	80	43	0.5375	0.091295117	0.001598992	1.144286588	-0.910112034	text	0
PRE0012	122	62	0	0	0	0	5	0.555555556	9	0.14516129	3	0.048387097	9	0	0	0	0.047177419	-1.08068653	1.610247198	code	1
PRE0012	123	1395	0	0	3	0.012765957	8	0.034042553	9	0.006451613	1	0.000716846	235	121	0.514893617	0.086738351	0.002043011	1.033232665	-0.885559015	text	0
PRE0012	124	69	0	0	1	0.142857143	0	0	15	0.217391304	5	0.072463768	7	0	0	0	0.073188406	-1.08068653	3.048581799	code	1
PRE0012	125	476	0	0	0	0	5	0.064935065	0	0	0	0	77	39	0.506493506	0.081932773	0	0.916114877	-0.99853178	text	0
PRE0012	126	96	0.333333333	0	0	0	5	0.357142857	15	0.15625	7	0.072916667	14	0	0	0	0.057204861	-1.08068653	2.164736604	code	1
PRE0012	127	563	0.375	0	1	0.010526316	6	0.063157895	0	0	3	0.005328597	95	47	0.494736842	0.08348135	0.001942718	0.953855578	-0.891104946	text	0
PRE0012	128	106	0.333333333	0	0	0	5	0.3125	14	0.132075472	6	0.056603774	16	0	0	0	0.046855346	-1.08068653	1.59243744	code	1
PRE0012	129	384	0.125	0	2	0.03125	4	0.0625	2	0.005208333	4	0.010416667	64	29	0.453125	0.075520833	0.005224609	0.7598481	-0.709625534	text	0
PRE0012	130	85	0	0	0	0	7	0.583333333	15	0.176470588	3	0.035294118	12	0	0	0	0.050294118	-1.08068653	1.782591873	code	1
PRE0012	131	146	0	0	0	0	0	0	0	0	1	0.006849315	24	12	0.5	0.082191781	0.002054795	0.92242721	-0.884907406	text	0
PRE0012	132	85	0	0	7	0.636363636	2	0.181818182	10	0.117647059	2	0.023529412	11	0	0	0	0.047941176	-1.08068653	1.652480824	code	1
PRE0012	133	1034	0	0	7	0.041420118	9	0.053254438	1	0.000967118	0	0	169	73	0.431952663	0.070599613	0.001402321	0.639911974	-0.920987357	text	0
PRE0012	134	729	3.2	5	12	0.139534884	19	0.220930233	57	0.0781893	21	0.028806584	86	11	0.127906977	0.015089163	0.031049383	-0.712945256	0.718412004	code	1
PRE0012	135	2184	0.003021148	0	16	0.055172414	10	0.034482759	100	0.045787546	4	0.001831502	290	141	0.486206897	0.06456044	0.012133769	0.492729963	-0.327568395	text	0
PRE0012	136	264	3.125	0	2	0.066666667	11	0.366666667	37	0.140151515	9	0.034090909	30	0	0	0	0.043678977	-1.08068653	1.416793162	code	1
PRE0012	137	337	0	0	0	0	1	0.016949153	0	0	0	0	59	33	0.559322034	0.097922849	0	1.305812481	-0.99853178	text	0
PRE0012	138	364	4.476190476	0	4	0.108108108	13	0.351351351	48	0.131868132	10	0.027472527	37	0	0	0	0.040450026	-1.08068653	1.238241222	code	1
PRE0012	139	913	0	0	3	0.022222222	5	0.037037037	0	0	1	0.00109529	135	59	0.437037037	0.064622125	0.000904	0.494233309	-0.948564435	text	0
PRE0012	140	339	3.777777778	0	7	0.184210526	13	0.342105263	50	0.147492625	13	0.038348083	38	0	0	0	0.048861029	-1.08068653	1.703346099	code	1
PRE0012	141	1117	0	0	0	0	9	0.049723757	2	0.00179051	1	0.000895255	181	81	0.447513812	0.072515667	0.000671	0.686608538	-0.961402956	text	0
PRE0012	142	402	4.333333333	0	3	0.065217391	10	0.217391304	46	0.114427861	13	0.032338308	46	0	0	0	0.037292703	-1.08068653	1.063650114	code	1
PRE0012	143	461	0	0	0	0	2	0.027777778	0	0	1	0.002169197	72	33	0.458333333	0.071583514	0.000651	0.663890838	-0.96254662	text	0
PRE0012	144	308	2.238095238	1	6	0.15	6	0.15	24	0.077922078	12	0.038961039	40	9	0.225	0.029220779	0.033804886	-0.368540574	0.870783585	code	1
PRE0012	145	43	0	0	0	0	1	0.2	0	0	1	0.023255814	5	1	0.2	0.023255814	0.006976744	-0.513914038	-0.612737393	text	0
PRE0012	146	30	0	0	0	0	0	0	0	0	4	0.133333333	4	2	0.5	0.066666667	0.04	0.544061281	1.213356037	text	0
PRE0012	147	220	0	0	0	0	1	0.023809524	0	0	1	0.004545455	42	26	0.619047619	0.118181818	0.001363636	1.799548227	-0.923126513	text	0
PRE0012	148	339	2.304347826	1	6	0.136363636	7	0.159090909	26	0.076696165	13	0.038348083	44	9	0.204545455	0.026548673	0.032935745	-0.433663065	0.822722521	code	1
PRE0012	149	48	0	0	0	0	1	0.142857143	0	0	1	0.020833333	7	2	0.285714286	0.041666667	0.00625	-0.065219148	-0.652924308	text	0
PRE0012	150	30	0	0	0	0	0	0	0	0	4	0.133333333	4	2	0.5	0.066666667	0.04	0.544061281	1.213356037	text	0
PRE0012	151	714	0.052631579	0	0	0	2	0.015748031	2	0.00280112	1	0.00140056	127	77	0.606299213	0.107843137	0.001054106	1.547581988	-0.940242682	text	0
PRE0012	152	951	3.282608696	4	11	0.094827586	21	0.181034483	101	0.106203996	37	0.038906414	116	6	0.051724138	0.006309148	0.03881612	-0.926924907	1.147890812	code	1
PRE0012	153	208	0	0	0	0	5	0.151515152	0	0	1	0.004807692	33	13	0.393939394	0.0625	0.001442308	0.442514543	-0.918776209	text	0
PRE0012	154	220	2.545454545	2	3	0.111111111	5	0.185185185	16	0.072727273	0	0	27	4	0.148148148	0.018181818	0.02160124	-0.63757349	0.195956192	code	1
PRE0012	155	2101	0.05	0	6	0.017595308	22	0.064516129	4	0.001903855	4	0.001903855	341	164	0.480938416	0.078058068	0.001500476	0.821683587	-0.915559667	text	0
PRE0012	156	329	3.733333333	2	5	0.142857143	7	0.2	22	0.066869301	1	0.003039514	35	7	0.2	0.021276596	0.020704154	-0.562149994	0.14634987	code	1
PRE0012	157	1323	0	0	3	0.013043478	17	0.073913043	4	0.003023432	1	0.000755858	230	122	0.530434783	0.092214664	0.001303855	1.166697064	-0.926432262	text	0
PRE0012	158	34	0	0	1	0.2	0	0	3	0.088235294	2	0.058823529	5	0	0	0	0.042647059	-1.08068653	1.359730966	code	1
PRE0012	159	1729	0.025	0	1	0.003355705	9	0.030201342	6	0.003470214	3	0.001735107	298	152	0.510067114	0.087912088	0.001403268	1.061838056	-0.920935007	text	0
PRE0012	160	495	4.260869565	0	7	0.134615385	12	0.230769231	36	0.072727273	5	0.01010101	52	10	0.192307692	0.02020202	0.022299078	-0.588338708	0.234544679	code	1
PRE0012	161	200	0	0	0	0	2	0.058823529	1	0.005	1	0.005	34	14	0.411764706	0.07	0.002625	0.625298672	-0.853376642	text	0
PRE0012	162	24	0	0	1	0.2	0	0	2	0.083333333	2	0.083333333	5	0	0	0	0.051041667	-1.08068653	1.823929237	text	0
PRE0012	163	1807	0.024390244	0	1	0.003164557	12	0.037974684	10	0.005534034	2	0.001106807	316	163	0.515822785	0.090204759	0.00167472	1.117713248	-0.905924446	text	0
PRE0012	164	322	4.2	1	7	0.233333333	8	0.266666667	24	0.074534161	3	0.00931677	30	4	0.133333333	0.01242236	0.024798137	-0.777938491	0.372735629	code	1
PRE0012	165	556	0	0	1	0.010638298	8	0.085106383	0	0	1	0.001798561	94	43	0.457446809	0.077338129	0.000854	0.80413782	-0.951290471	text	0
PRE0012	166	953	3.025641026	9	28	0.264150943	15	0.141509434	45	0.047219307	18	0.018887723	106	15	0.141509434	0.015739769	0.023952027	-0.697089198	0.325948157	code	1
PRE0012	167	170	0.1	0	1	0.038461538	0	0	0	0	1	0.005882353	26	13	0.5	0.076470588	0.002823529	0.782994783	-0.842398522	text	0
PRE0012	168	60	0	0	3	0.5	1	0.166666667	3	0.05	1	0.016666667	6	0	0	0	0.025	-1.08068653	0.383898106	code	1
PRE0012	169	174	0.333333333	0	4	0.153846154	1	0.038461538	0	0	0	0	26	13	0.5	0.074712644	0.004118774	0.740151535	-0.770775132	text	0
PRE0012	170	47	0	0	4	0.8	1	0.2	3	0.063829787	1	0.021276596	5	0	0	0	0.035638298	-1.08068653	0.972166142	code	1
PRE0012	171	636	0.277777778	0	9	0.086538462	3	0.028846154	4	0.006289308	0	0	104	49	0.471153846	0.077044025	0.003913347	0.796970139	-0.782134649	text	0
PRE0012	172	1016	3.045454545	10	21	0.181034483	22	0.189655172	68	0.066929134	15	0.01476378	116	13	0.112068966	0.012795276	0.02571582	-0.76885009	0.423480923	code	1
PRE0012	173	4404	0	0	13	0.018571429	20	0.028571429	6	0.001362398	3	0.000681199	700	345	0.492857143	0.078337875	0.001027475	0.828502826	-0.941715293	text	0
PRE0012	174	214	2.4	0	5	0.227272727	7	0.318181818	11	0.051401869	1	0.004672897	22	0	0	0	0.017616822	-1.08068653	-0.024370907	code	1
PRE0012	175	629	0.111111111	0	11	0.106796117	6	0.058252427	0	0	1	0.001589825	103	48	0.466019417	0.076311606	0.003546193	0.779120186	-0.802437239	text	0
PRE0012	176	263	0	0	7	0.152173913	2	0.043478261	22	0.08365019	30	0.114068441	46	2	0.043478261	0.007604563	0.05769962	-0.89535408	2.192095371	text	0
PRE0012	177	213	0	0	7	0.205882353	1	0.029411765	0	0	1	0.004694836	34	17	0.5	0.079812207	0.007159624	0.864434089	-0.602624629	text	0
PRE0012	178	35	0	0	1	0.166666667	1	0.166666667	0	0	2	0.057142857	6	2	0.333333333	0.057142857	0.022142857	0.311954451	0.225906119	text	0
PRE0012	179	540	0	0	7	0.076923077	5	0.054945055	0	0	2	0.003703704	91	44	0.483516484	0.081481481	0.00337963	0.905116351	-0.81164774	text	0
PRE0012	180	57	0	0	3	0.375	2	0.25	2	0.035087719	0	0	8	0	0	0	0.017105263	-1.08068653	-0.0526587	code	1
PRE0012	181	550	0	0	5	0.054347826	8	0.086956522	0	0	2	0.003636364	92	43	0.467391304	0.078181818	0.002681818	0.82469954	-0.850234756	text	0
PRE0012	182	44	0	0	2	0.4	3	0.6	0	0	0	0	5	0	0	0	0.007954545	-1.08068653	-0.558667725	code	1
PRE0012	183	5009	0.009433962	0	90	0.105509965	50	0.058616647	19	0.003793172	22	0.004392094	853	394	0.461899179	0.078658415	0.005315526	0.836314781	-0.704598078	text	0
PRE0012	184	323	2.1875	0	10	0.344827586	9	0.310344828	19	0.058823529	1	0.003095975	29	0	0	0	0.019920666	-1.08068653	0.103025161	code	1
PRE0012	185	118	0	0	3	0.15	1	0.05	0	0	1	0.008474576	20	9	0.45	0.076271186	0.006991525	0.778135119	-0.611920032	text	0
PRE0012	186	309	0	0	8	0.148148148	2	0.037037037	24	0.077669903	35	0.113268608	54	4	0.074074074	0.012944984	0.055987055	-0.765201518	2.097395343	code	1
PRE0012	187	1326	0	0	13	0.056521739	7	0.030434783	4	0.003016591	6	0.004524887	230	126	0.547826087	0.095022624	0.003751885	1.235130486	-0.791063041	text	0
PRE0012	188	1609	2.608108108	0	42	0.221052632	55	0.289473684	116	0.072094469	1	0.000621504	190	0	0	0	0.021056809	-1.08068653	0.165850693	code	1
PRE0012	189	1013	0	0	11	0.060773481	11	0.060773481	2	0.001974334	12	0.011846002	181	100	0.552486188	0.098716683	0.005898322	1.325159193	-0.672371126	text	0
PRE0012	190	17	0	0	1	0.333333333	1	0.333333333	0	0	1	0.058823529	3	0	0	0	0.027941176	-1.08068653	0.546536916	code	1
PRE0012	191	1149	0	0	5	0.023923445	18	0.086124402	2	0.001740644	1	0.000870322	209	117	0.559808612	0.101827676	0.001414273	1.400977882	-0.920326434	text	0
PRE0012	192	52	0.5	0	2	0.333333333	1	0.166666667	4	0.076923077	1	0.019230769	6	0	0	0	0.030288462	-1.08068653	0.676335197	code	1
PRE0012	193	103	0.142857143	0	1	0.052631579	0	0	0	0	1	0.009708738	19	10	0.526315789	0.097087379	0.004680999	1.285451059	-0.739685685	text	0
PRE0012	194	47	1.333333333	0	2	0.285714286	1	0.142857143	3	0.063829787	0	0	7	2	0.285714286	0.042553191	0.02322695	-0.043613459	0.285853433	code	1
PRE0012	195	131	0	0	2	0.090909091	4	0.181818182	2	0.015267176	0	0	22	9	0.409090909	0.06870229	0.00610687	0.593671902	-0.660838983	text	0
PRE0012	196	21	1.333333333	0	1	0.5	0	0	3	0.142857143	0	0	2	0	0	0	0.043650794	-1.08068653	1.415234687	code	1
PRE0012	197	109	0	0	2	0.105263158	0	0	0	0	0	0	19	12	0.631578947	0.110091743	0.003211009	1.60238325	-0.820971978	text	0
PRE0012	198	1632	2.602564103	0	60	0.32967033	56	0.307692308	123	0.075367647	2	0.00122549	182	0	0	0	0.023838927	-1.08068653	0.319694003	code	1
PRE0012	199	969	0.076923077	0	14	0.081871345	10	0.058479532	4	0.004127967	0	0	171	92	0.538011696	0.09494324	0.003461142	1.233195802	-0.80714036	text	0
PRE0012	200	66	2.666666667	0	3	0.375	2	0.25	7	0.106060606	0	0	8	0	0	0	0.033838384	-1.08068653	0.872635944	code	1
PRE0012	201	416	0.666666667	0	3	0.041666667	3	0.041666667	4	0.009615385	0	0	72	40	0.555555556	0.096153846	0.003505609	1.262699736	-0.804681435	text	0
PRE0012	202	75	2.666666667	0	2	0.222222222	2	0.222222222	7	0.093333333	0	0	9	0	0	0	0.027444444	-1.08068653	0.519069028	code	1
PRE0012	203	641	0.529411765	0	3	0.028037383	7	0.065420561	4	0.00624025	0	0	107	48	0.448598131	0.074882995	0.002264385	0.744303211	-0.873317657	text	0
PRE0012	204	63	2.666666667	0	2	0.285714286	2	0.285714286	7	0.111111111	0	0	7	0	0	0	0.032671958	-1.08068653	0.808135849	code	1
PRE0012	205	321	0.7	0	4	0.076923077	1	0.019230769	4	0.012461059	0	0	52	27	0.519230769	0.08411215	0.005093458	0.969228933	-0.71687784	text	0
PRE0012	206	65	2.666666667	0	2	0.285714286	2	0.285714286	7	0.107692308	0	0	7	0	0	0	0.031666667	-1.08068653	0.752546075	code	1
PRE0012	207	432	0.25	0	3	0.04109589	9	0.123287671	6	0.013888889	0	0	73	37	0.506849315	0.085648148	0.004369213	1.006663089	-0.756926557	text	0
PRE0012	208	69	2.666666667	0	2	0.285714286	2	0.285714286	7	0.101449275	0	0	7	0	0	0	0.029830918	-1.08068653	0.651034316	code	1
PRE0012	209	181	1.444444444	0	1	0.041666667	0	0	2	0.011049724	0	0	24	11	0.458333333	0.060773481	0.003852056	0.400437166	-0.78552386	text	0
PRE0012	210	77	2.666666667	0	2	0.222222222	2	0.222222222	7	0.090909091	0	0	9	0	0	0	0.026731602	-1.08068653	0.479650825	code	1
PRE0012	211	694	0.235294118	0	6	0.050420168	6	0.050420168	4	0.005763689	0	0	119	59	0.495798319	0.085014409	0.00282675	0.9912181	-0.842220416	text	0
PRE0012	212	137	3	0	4	0.222222222	5	0.277777778	10	0.072992701	4	0.02919708	18	1	0.055555556	0.00729927	0.031386861	-0.902794434	0.737073624	code	1
PRE0012	213	287	0.444444444	0	5	0.113636364	1	0.022727273	4	0.013937282	0	0	44	22	0.5	0.076655052	0.006262098	0.787490396	-0.652255304	text	0
PRE0012	214	141	3	0	4	0.222222222	5	0.277777778	10	0.070921986	4	0.028368794	18	1	0.055555556	0.007092199	0.030496454	-0.907841018	0.687836591	code	1
PRE0012	215	221	0.8	0	3	0.09375	1	0.03125	4	0.018099548	0	0	32	13	0.40625	0.058823529	0.006628959	0.35291448	-0.631968923	text	0
PRE0012	216	145	4	0	4	0.222222222	5	0.277777778	10	0.068965517	4	0.027586207	18	1	0.055555556	0.006896552	0.03	-0.91260917	0.660384083	code	1
PRE0012	217	220	1.25	0	3	0.09375	0	0	0	0	0	0	32	14	0.4375	0.063636364	0.002670455	0.470209108	-0.850863133	text	0
PRE0012	218	141	3	0	4	0.222222222	5	0.277777778	10	0.070921986	4	0.028368794	18	1	0.055555556	0.007092199	0.030496454	-0.907841018	0.687836591	code	1
PRE0012	219	367	0.727272727	0	7	0.122807018	2	0.035087719	0	0	0	0	57	31	0.543859649	0.084468665	0.003436958	0.977917645	-0.808477634	text	0
PRE0012	220	142	3	0	4	0.222222222	5	0.277777778	9	0.063380282	4	0.028169014	18	1	0.055555556	0.007042254	0.028697183	-0.90905824	0.588341962	code	1
PRE0012	221	191	0.375	0	5	0.178571429	0	0	0	0	0	0	28	14	0.5	0.073298429	0.004679319	0.705685409	-0.739778542	text	0
PRE0012	222	140	2.75	0	4	0.222222222	5	0.277777778	10	0.071428571	4	0.028571429	18	1	0.055555556	0.007142857	0.030625	-0.906606407	0.69494483	code	1
PRE0012	223	18	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0.0125	-1.08068653	-0.307316837	code	1
PRE0012	224	71	2.666666667	0	4	0.571428571	2	0.285714286	7	0.098591549	0	0	7	0	0	0	0.033920188	-1.08068653	0.877159474	code	1
PRE0012	225	108	1.777777778	0	6	0.666666667	2	0.222222222	7	0.064814815	0	0	9	0	0	0	0.025128601	-1.08068653	0.391009371	code	1
PRE0012	226	73	2.666666667	0	4	0.571428571	2	0.285714286	7	0.095890411	0	0	7	0	0	0	0.032990868	-1.08068653	0.825770672	code	1
PRE0012	227	259	0.666666667	0	4	0.090909091	3	0.068181818	0	0	0	0	44	20	0.454545455	0.077220077	0.002831403	0.801260742	-0.841963144	text	0
PRE0012	228	129	3	0	3	0.176470588	5	0.294117647	10	0.07751938	2	0.015503876	17	2	0.117647059	0.015503876	0.027325581	-0.702838202	0.512496235	code	1
PRE0012	229	632	0.04	0	8	0.076190476	1	0.00952381	0	0	3	0.004746835	105	54	0.514285714	0.085443038	0.003642405	1.001664304	-0.797116995	text	0
PRE0012	230	354	1.44	1	6	0.153846154	10	0.256410256	24	0.06779661	5	0.014124294	39	1	0.025641026	0.002824859	0.023367232	-1.011841284	0.293610595	code	1
PRE0012	231	1355	0.032258065	0	7	0.030837004	9	0.039647577	7	0.005166052	2	0.001476015	227	115	0.50660793	0.084870849	0.002510415	0.987719355	-0.859712847	text	0
PRE0012	232	32	0	0	1	0.25	0	0	3	0.09375	0	0	4	0	0	0	0.0265625	-1.08068653	0.470299974	code	1
PRE0012	233	5	0.5	0	0	0	0	0	0	0	0	0	1	1	1	0.2	0.005	3.793556904	-0.722045803	text	0
PRE0012	234	36	0	0	1	0.25	0	0	3	0.083333333	0	0	4	0	0	0	0.023611111	-1.08068653	0.307096446	code	1
PRE0012	235	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.08068653	-0.99853178	code	1
PRE0012	236	358	1.44	1	6	0.153846154	10	0.256410256	24	0.067039106	5	0.01396648	39	1	0.025641026	0.002793296	0.023106145	-1.012610504	0.27917325	code	1
PRE0012	237	349	0	0	3	0.048387097	7	0.112903226	0	0	0	0	62	29	0.467741935	0.083094556	0.001504298	0.944428937	-0.91534832	text	0
PRE0012	238	35	0	0	1	0.25	0	0	2	0.057142857	0	0	4	0	0	0	0.017857143	-1.08068653	-0.011081861	code	1
PRE0012	239	672	0	0	6	0.056074766	3	0.028037383	7	0.010416667	1	0.001488095	107	53	0.495327103	0.078869048	0.004352679	0.841448158	-0.757840862	text	0
PRE0012	240	694	1.783783784	1	31	0.484375	15	0.234375	40	0.057636888	13	0.018731988	64	1	0.015625	0.001440922	0.026893644	-1.045569502	0.488611328	code	1
PRE0012	241	864	0	0	5	0.034722222	9	0.0625	4	0.00462963	2	0.002314815	144	81	0.5625	0.09375	0.002748843	1.20411508	-0.846528494	text	0
PRE0012	242	660	1.612903226	1	32	0.533333333	10	0.166666667	37	0.056060606	13	0.01969697	60	1	0.016666667	0.001515152	0.027508553	-1.043760443	0.522614067	code	1
PRE0012	243	593	0	0	4	0.039215686	6	0.058823529	2	0.003372681	1	0.001686341	102	50	0.490196078	0.084317032	0.002445194	0.974222169	-0.863319413	text	0
PRE0012	244	135	1	0	3	0.214285714	6	0.428571429	13	0.096296296	2	0.014814815	14	0	0	0	0.03037037	-1.08068653	0.680864526	code	1
PRE0012	245	578	0	0	0	0	10	0.095238095	4	0.006920415	0	0	105	52	0.495238095	0.089965398	0.001557093	1.111879721	-0.91242888	text	0
PRE0012	246	837	1.756097561	1	35	0.448717949	16	0.205128205	52	0.062126643	10	0.011947431	78	1	0.012820513	0.001194743	0.025284116	-1.051569186	0.39960891	code	1
PRE0012	247	425	0	0	2	0.02739726	9	0.123287671	2	0.004705882	0	0	73	34	0.465753425	0.08	0.001882353	0.869010844	-0.894442941	text	0
PRE0012	248	912	1.795454545	2	37	0.425287356	16	0.183908046	58	0.063596491	10	0.010964912	87	1	0.011494253	0.001096491	0.025345146	-1.053963704	0.402983686	code	1
PRE0012	249	458	0	0	6	0.078947368	4	0.052631579	0	0	1	0.002183406	76	28	0.368421053	0.061135371	0.002947598	0.409256878	-0.835537863	text	0
PRE0012	250	20	0	0	0	0	0	0	2	0.1	0	0	1	0	0	0	0.0225	-1.08068653	0.245655117	text	0
PRE0012	251	24	0	0	0	0	0	0	0	0	0	0	4	2	0.5	0.083333333	0	0.950248234	-0.99853178	text	0
PRE0012	252	20	0	0	0	0	0	0	2	0.1	0	0	1	0	0	0	0.0225	-1.08068653	0.245655117	text	0
PRE0012	253	16	0	0	0	0	0	0	0	0	0	0	3	1	0.333333333	0.0625	0	0.442514543	-0.99853178	text	0
PRE0012	254	11	0	0	0	0	0	0	2	0.181818182	0	0	0	0	0	0	0.040909091	-1.08068653	1.263626215	text	0
PRE0012	255	176	0.142857143	0	0	0	1	0.032258065	0	0	1	0.005681818	31	18	0.580645161	0.102272727	0.00174513	1.411824317	-0.902030992	text	0
PRE0012	256	1013	1.888888889	2	40	0.421052632	17	0.178947368	68	0.067127345	11	0.010858835	95	1	0.010526316	0.000987	0.025858287	-1.056628073	0.431358954	code	1
PRE0012	257	280	0	0	0	0	0	0	2	0.007142857	1	0.003571429	44	23	0.522727273	0.082142857	0.002678571	0.92123488	-0.850414292	text	0
PRE0012	258	1124	2.32	1	42	0.403846154	20	0.192307692	76	0.067615658	15	0.013345196	104	1	0.009615385	0.00089	0.026081851	-1.059003952	0.443721406	code	1
PRE0012	259	184	0	0	3	0.088235294	3	0.088235294	0	0	0	0	34	17	0.5	0.092391304	0.002853261	1.171002013	-0.840754456	text	0
PRE0012	260	1240	2.481481481	1	46	0.4	21	0.182608696	88	0.070967742	18	0.014516129	115	1	0.008695652	0.000806	0.027116189	-1.061032323	0.50091741	code	1
PRE0012	261	852	0	0	12	0.086956522	9	0.065217391	6	0.007042254	2	0.002347418	138	61	0.442028986	0.071596244	0.004753521	0.664201084	-0.735675393	text	0
PRE0012	262	352	1.285714286	0	13	0.361111111	10	0.277777778	21	0.059659091	4	0.011363636	36	0	0	0	0.023478084	-1.08068653	0.299740442	code	1
PRE0012	263	933	0	0	4	0.025806452	1	0.006451613	5	0.005359057	3	0.003215434	155	79	0.509677419	0.084673098	0.002920686	0.982899919	-0.837026038	text	0
PRE0012	264	465	2.615384615	1	19	0.306451613	14	0.225806452	42	0.090322581	15	0.032258065	62	3	0.048387097	0.006451613	0.037969396	-0.923452871	1.101069342	code	1
PRE0012	265	71	0	0	1	0.071428571	2	0.142857143	0	0	0	0	14	7	0.5	0.098591549	0.002464789	1.322109529	-0.862235876	text	0
PRE0012	266	120	4.666666667	0	5	0.227272727	4	0.181818182	22	0.183333333	7	0.058333333	22	0	0	0	0.067986111	-1.08068653	2.760909493	code	1
PRE0012	267	1791	0.093023256	0	13	0.04	6	0.018461538	4	0.002233389	2	0.001116695	325	178	0.547692308	0.099385818	0.002110358	1.341466824	-0.881834902	text	0
