Page	Chunk	Length	IndentationRatio	Comments	Non-Dic	Non-DicRatio	Keywords	KeywordRatio	Separators	SeparatorRatio	Operators	OperatorRatio	NumberWords	StopWords	StopWordRatio	StopWordRatioLength	Score	StopWordSTD	ScoreSTD	Classification	GoldOutcome
PRE0005	1396	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.402997285	-0.727898299	 text	0
PRE0005	1397	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045454545	-0.402997285	0.249261112	 text	0
PRE0005	1398	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.402997285	-0.727898299	 text	0
PRE0005	1399	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.402997285	-0.727898299	 text	0
PRE0005	1400	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.402997285	-0.727898299	 text	0
PRE0005	1401	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066666667	-0.402997285	0.705268837	 text	0
PRE0005	1402	38	0	0	0	0	0	0	0	0	0	0	5	2	0.4	0.052631579	0	0.903607411	-0.727898299	 text	0
PRE0005	1403	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066666667	-0.402997285	0.705268837	 text	0
PRE0005	1404	200	10.66666667	0	0	0	2	0.057142857	0	0	1	0.005	35	17	0.485714286	0.085	0.004166667	1.707169298	-0.638325353	 text	0
PRE0005	1405	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066666667	-0.402997285	0.705268837	 text	0
PRE0005	1406	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.402997285	-0.727898299	 text	0
PRE0005	1407	49	0	0	1	0.142857143	0	0	0	0	3	0.06122449	7	0	0	0	0.021938776	-0.402997285	-0.256269318	 text	0
PRE0005	1408	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.402997285	-0.727898299	 text	0
PRE0005	1409	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.402997285	-0.727898299	 text	0
PRE0005	1410	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.402997285	-0.727898299	 text	0
PRE0005	1411	374	0.923076923	5	13	0.302325581	13	0.302325581	33	0.088235294	7	0.018716578	43	3	0.069767442	0.00802139	0.035016454	-0.203862345	0.02486817	 code	0
PRE0005	1412	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.402997285	-0.727898299	 text	0
PRE0005	1413	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.402997285	-0.727898299	 text	0
PRE0005	1414	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.402997285	-0.727898299	 text	0
PRE0005	1415	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.402997285	-0.727898299	 text	0
PRE0005	1416	16	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	-0.402997285	-0.727898299	 text	0
PRE0005	1417	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.402997285	-0.727898299	 text	0
PRE0005	1418	6	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133333333	-0.402997285	2.138435973	 text	0
PRE0005	1419	79	20	0	0	0	0	0	0	0	0	0	12	7	0.583333333	0.088607595	0.012658228	1.796729607	-0.455777957	 text	0
PRE0005	1420	5	0	0	0	0	1	0.5	0	0	0	0	2	0	0	0	0	-0.402997285	-0.727898299	 text	0
PRE0005	1421	6	0	0	0	0	0	0	0	0	0	0	1	1	1	0.166666667	0	3.734584251	-0.727898299	 text	0
PRE0005	1422	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-0.402997285	-0.727898299	 text	0
PRE0005	1423	30	20.5	0	0	0	0	0	0	0	0	0	6	5	0.833333333	0.166666667	0.034166667	3.734584251	0.006599858	 text	0
PRE0005	1424	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-0.402997285	-0.727898299	 text	0
PRE0005	1425	28	20.5	0	0	0	0	0	0	0	0	0	5	4	0.8	0.142857143	0.036607143	3.143501174	0.059064012	 text	0
PRE0005	1426	6	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	-0.402997285	-0.727898299	 text	0
PRE0005	1427	16	0	0	0	0	0	0	0	0	0	0	3	3	1	0.1875	0	4.251781943	-0.727898299	 text	0
PRE0005	1428	11	0	0	1	0.5	1	0.5	2	0.181818182	0	0	2	0	0	0	0.056818182	-0.402997285	0.493550964	 text	0
PRE0005	1429	41	20	0	0	0	0	0	0	0	0	0	7	5	0.714285714	0.12195122	0.024390244	2.6245014	-0.203568859	 text	0
PRE0005	1430	5	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0.035	-0.402997285	0.024514447	 text	0
PRE0005	1431	11	1	0	0	0	0	0	0	0	0	0	3	2	0.666666667	0.181818182	0.004545455	4.110728027	-0.630182358	 text	0
PRE0005	1432	27	20	0	0	0	0	0	0	0	0	0	4	2	0.5	0.074074074	0.037037037	1.435927842	0.068305665	 text	0
PRE0005	1433	4	1	0	0	0	0	0	0	0	0	0	1	1	1	0.25	0.0125	5.803375018	-0.459179461	 text	0
PRE0005	1434	5	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0.035	-0.402997285	0.024514447	 text	0
PRE0005	1435	89	26.66666667	0	0	0	0	0	0	0	0	0	15	11	0.733333333	0.123595506	0.014981273	2.665321607	-0.405838269	 text	0
PRE0005	1436	6	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	-0.402997285	-0.727898299	 text	0
PRE0005	1437	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.402997285	-0.727898299	 text	0
PRE0005	1438	6	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133333333	-0.402997285	2.138435973	 text	0
PRE0005	1439	94	20	0	0	0	0	0	0	0	0	0	15	9	0.6	0.095744681	0.010638298	1.973911257	-0.499201416	 text	0
PRE0005	1440	5	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	-0.402997285	1.851802545	 text	0
PRE0005	1441	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066666667	-0.402997285	0.705268837	 text	0
PRE0005	1442	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.402997285	-0.727898299	 text	0
PRE0005	1443	17	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	-0.402997285	-0.727898299	 text	0
PRE0005	1444	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	-0.402997285	1.421852405	 text	0
PRE0005	1445	133	9	0	0	0	1	0.045454545	0	0	0	0	22	11	0.5	0.082706767	0.003383459	1.650238665	-0.655162373	 text	0
PRE0005	1446	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066666667	-0.402997285	0.705268837	 text	0
PRE0005	1447	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.402997285	-0.727898299	 text	0
PRE0005	1448	36	0	0	0	0	1	0.125	0	0	0	0	8	5	0.625	0.138888889	0	3.044987328	-0.727898299	 text	0
PRE0005	1449	16	0	0	0	0	1	0.25	0	0	0	0	4	2	0.5	0.125	0	2.700188867	-0.727898299	 text	0
PRE0005	1450	72	1	0	0	0	1	0.076923077	0	0	0	0	13	6	0.461538462	0.083333333	0.000694	1.665793483	-0.712969475	 text	0
PRE0005	1451	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.402997285	-0.727898299	 text	0
PRE0005	1452	26	0	0	2	0.4	0	0	0	0	0	0	5	2	0.4	0.076923077	0.013461538	1.506655732	-0.438508782	 text	0
PRE0005	1453	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.402997285	-0.727898299	 text	0
PRE0005	1454	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	-0.402997285	-0.190460623	 text	0
PRE0005	1455	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	-0.402997285	1.421852405	 text	0
PRE0005	1456	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033333333	-0.402997285	-0.011314731	 text	0
PRE0005	1457	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	-0.402997285	1.421852405	 text	0
PRE0005	1458	189	12	0	3	0.09375	2	0.0625	0	0	0	0	32	17	0.53125	0.08994709	0.005952381	1.829983226	-0.599936948	 text	0
PRE0005	1459	30	0	0	0	0	0	0	0	0	0	0	5	1	0.2	0.033333333	0	0.424519022	-0.727898299	 text	0
PRE0005	1460	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.402997285	-0.727898299	 text	0
PRE0005	1461	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066666667	-0.402997285	0.705268837	 text	0
PRE0005	1462	5	2.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026666667	-0.402997285	-0.154631445	 text	0
PRE0005	1463	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066666667	-0.402997285	0.705268837	 text	0
PRE0005	1464	9	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008888889	-0.402997285	-0.536809348	 text	0
PRE0005	1465	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066666667	-0.402997285	0.705268837	 text	0
PRE0005	1466	7	0	0	0	0	0	0	0	0	0	0	2	1	0.5	0.142857143	0	3.143501174	-0.727898299	 text	0
PRE0005	1467	34	0	0	2	0.333333333	0	0	0	0	0	0	6	0	0	0	0.010294118	-0.402997285	-0.506600433	 text	0
PRE0005	1468	46	1	0	1	0.166666667	0	0	2	0.043478261	1	0.02173913	6	2	0.333333333	0.043478261	0.021195652	0.676371811	-0.272244618	 text	0
PRE0005	1469	5	2.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026666667	-0.402997285	-0.154631445	 text	0
PRE0005	1470	21	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	-0.402997285	-0.727898299	 text	0
PRE0005	1471	6	5.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044444444	-0.402997285	0.227546458	 text	0
PRE0005	1472	54	0	0	1	0.1	0	0	0	0	0	0	10	6	0.6	0.111111111	0.003240741	2.355390405	-0.658230453	 text	0
PRE0005	1473	15	0	0	1	0.5	0	0	0	0	0	0	2	1	0.5	0.066666667	0.011666667	1.252035329	-0.477094051	 text	0
PRE0005	1474	28	1	0	0	0	0	0	0	0	0	0	3	1	0.333333333	0.035714286	0.001785714	0.48362733	-0.689509894	 text	0
PRE0005	1475	6	5.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044444444	-0.402997285	0.227546458	 text	0
PRE0005	1476	127	4	0	1	0.047619048	0	0	0	0	0	0	21	12	0.571428571	0.094488189	0.002952756	1.942718231	-0.664421409	 text	0
PRE0005	1477	15	0	0	1	0.5	0	0	0	0	0	0	2	1	0.5	0.066666667	0.011666667	1.252035329	-0.477094051	 text	0
PRE0005	1478	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066666667	-0.402997285	0.705268837	 text	0
PRE0005	1479	52	0	0	1	0.1	0	0	0	0	0	0	10	5	0.5	0.096153846	0.003365385	1.984068986	-0.65555092	 text	0
PRE0005	1480	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066666667	-0.402997285	0.705268837	 text	0
PRE0005	1481	68	0	0	0	0	2	0.142857143	0	0	0	0	14	7	0.5	0.102941176	0	2.152567781	-0.727898299	 text	0
PRE0005	1482	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066666667	-0.402997285	0.705268837	 text	0
PRE0005	1483	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066666667	-0.402997285	0.705268837	 text	0
PRE0005	1484	18	0	0	1	0.333333333	0	0	0	0	0	0	3	1	0.333333333	0.055555556	0.009722222	0.97619656	-0.518894759	 text	0
PRE0005	1485	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066666667	-0.402997285	0.705268837	 text	0
PRE0005	1486	91	0	0	1	0.052631579	0	0	1	0.010989011	0	0	19	14	0.736842105	0.153846154	0.004395604	3.416308748	-0.633403763	 text	0
PRE0005	1487	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-0.402997285	-0.727898299	 text	0
PRE0005	1488	4	1	0	0	0	0	0	0	0	0	0	1	1	1	0.25	0.0125	5.803375018	-0.459179461	 text	0
PRE0005	1489	6	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0.029166667	-0.402997285	-0.100887677	 text	0
PRE0005	1490	33	1	0	0	0	0	0	0	0	0	0	4	2	0.5	0.060606061	0.001515152	1.101577819	-0.695326319	 text	0
PRE0005	1491	15	0	0	1	0.5	0	0	0	0	0	0	2	1	0.5	0.066666667	0.011666667	1.252035329	-0.477094051	 text	0
PRE0005	1492	6	5.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044444444	-0.402997285	0.227546458	 text	0
PRE0005	1493	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066666667	-0.402997285	0.705268837	 text	0
PRE0005	1494	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-0.402997285	-0.727898299	 text	0
PRE0005	1495	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066666667	-0.402997285	0.705268837	 text	0
PRE0005	1496	421	6.666666667	0	1	0.015151515	1	0.015151515	2	0.004750594	1	0.002375297	66	34	0.515151515	0.080760095	0.002988915	1.601911583	-0.663644072	 text	0
PRE0005	1497	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066666667	-0.402997285	0.705268837	 text	0
PRE0005	1498	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066666667	-0.402997285	0.705268837	 text	0
PRE0005	1499	31	0	0	0	0	2	0.4	0	0	0	0	5	1	0.2	0.032258065	0	0.397824948	-0.727898299	 text	0
PRE0005	1500	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066666667	-0.402997285	0.705268837	 text	0
PRE0005	1501	234	0	0	0	0	4	0.093023256	0	0	0	0	43	21	0.488372093	0.08974359	0	1.824931234	-0.727898299	 text	0
PRE0005	1502	24	0	0	2	0.666666667	0	0	0	0	0	0	3	0	0	0	0.014583333	-0.402997285	-0.414392988	 text	0
PRE0005	1503	99	0	0	0	0	2	0.111111111	0	0	0	0	18	8	0.444444444	0.080808081	0	1.603102854	-0.727898299	 text	0
PRE0005	1504	36	0	0	4	0.666666667	0	0	0	0	1	0.027777778	6	0	0	0	0.027777778	-0.402997285	-0.130745326	 text	0
PRE0005	1505	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.402997285	-0.727898299	 text	0
PRE0005	1506	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.402997285	-0.727898299	 text	0
PRE0005	1507	70	0	0	7	0.7	0	0	0	0	4	0.057142857	10	0	0	0	0.034642857	-0.402997285	0.016836766	 text	0
PRE0005	1508	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.402997285	-0.727898299	 text	0
PRE0005	1509	72	0	0	2	0.181818182	1	0.090909091	1	0.013888889	0	0	11	3	0.272727273	0.041666667	0.007986111	0.631398099	-0.55621682	 text	0
PRE0005	1510	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.402997285	-0.727898299	 text	0
PRE0010	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.340566711	-0.577878399	 text	0
PRE0010	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.340566711	-0.577878399	 text	0
PRE0010	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.340566711	-0.577878399	 text	0
PRE0010	4	41	0	0	0	0	0	0	0	0	1	0.024390244	6	1	0.166666667	0.024390244	0.007317073	0.77998388	-0.413290697	 text	0
PRE0010	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.340566711	-0.577878399	 text	0
PRE0010	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.340566711	-0.577878399	 text	0
PRE0010	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.340566711	-0.577878399	 text	0
PRE0010	8	2	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0125	-0.340566711	-0.296707742	 text	0
PRE0010	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.340566711	-0.577878399	 text	0
PRE0010	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.340566711	-0.577878399	 text	0
PRE0010	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.340566711	-0.577878399	 text	0
PRE0010	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.340566711	-0.577878399	 text	0
PRE0010	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.340566711	-0.577878399	 text	0
PRE0010	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.340566711	-0.577878399	 text	0
PRE0010	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.340566711	-0.577878399	 text	0
PRE0010	16	2	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0125	-0.340566711	-0.296707742	 text	0
PRE0010	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.340566711	-0.577878399	 text	0
PRE0010	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.340566711	-0.577878399	 text	0
PRE0010	19	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016666667	-0.340566711	-0.202984189	 text	0
PRE0010	20	6	1.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011111111	-0.340566711	-0.327948926	 text	0
PRE0010	21	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021428571	-0.340566711	-0.095871558	 text	0
PRE0010	22	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022222222	-0.340566711	-0.078019453	 text	0
PRE0010	23	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022222222	-0.340566711	-0.078019453	 text	0
PRE0010	24	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021428571	-0.340566711	-0.095871558	 text	0
PRE0010	25	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	-0.340566711	-0.128005347	 text	0
PRE0010	26	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021428571	-0.340566711	-0.095871558	 text	0
PRE0010	27	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022222222	-0.340566711	-0.078019453	 text	0
PRE0010	28	21	6.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015079365	-0.340566711	-0.2386884	 text	0
PRE0010	29	16	4.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014583333	-0.340566711	-0.249845965	 text	0
PRE0010	30	17	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023529412	-0.340566711	-0.048615985	 text	0
PRE0010	31	19	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023684211	-0.340566711	-0.045133996	 text	0
PRE0010	32	21	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023809524	-0.340566711	-0.042315242	 text	0
PRE0010	33	25	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	-0.340566711	-0.038030737	 text	0
PRE0010	34	27	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024074074	-0.340566711	-0.036364541	 text	0
PRE0010	35	29	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024137931	-0.340566711	-0.034928164	 text	0
PRE0010	36	31	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024193548	-0.340566711	-0.033677127	 text	0
PRE0010	37	36	11.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015740741	-0.340566711	-0.223811645	 text	0
PRE0010	38	42	11.33333333	0	1	1	0	0	1	0.023809524	1	0.023809524	1	0	0	0	0.03015873	-0.340566711	0.100501599	 text	0
PRE0010	39	35	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024285714	-0.340566711	-0.031603979	 text	0
PRE0010	40	31	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024193548	-0.340566711	-0.033677127	 text	0
PRE0010	41	35	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024285714	-0.340566711	-0.031603979	 text	0
PRE0010	42	37	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024324324	-0.340566711	-0.030735498	 text	0
PRE0010	43	39	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024358974	-0.340566711	-0.029956093	 text	0
PRE0010	44	39	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024358974	-0.340566711	-0.029956093	 text	0
PRE0010	45	40	12.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015833333	-0.340566711	-0.2217289	 text	0
PRE0010	46	37	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024324324	-0.340566711	-0.030735498	 text	0
PRE0010	47	38	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015789474	-0.340566711	-0.222715463	 text	0
PRE0010	48	39	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024358974	-0.340566711	-0.029956093	 text	0
PRE0010	49	39	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024358974	-0.340566711	-0.029956093	 text	0
PRE0010	50	39	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024358974	-0.340566711	-0.029956093	 text	0
PRE0010	51	35	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024285714	-0.340566711	-0.031603979	 text	0
PRE0010	52	31	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024193548	-0.340566711	-0.033677127	 text	0
PRE0010	53	32	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015625	-0.340566711	-0.226415077	 text	0
PRE0010	54	35	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024285714	-0.340566711	-0.031603979	 text	0
PRE0010	55	35	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024285714	-0.340566711	-0.031603979	 text	0
PRE0010	56	36	11.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015740741	-0.340566711	-0.223811645	 text	0
PRE0010	57	35	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024285714	-0.340566711	-0.031603979	 text	0
PRE0010	58	35	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024285714	-0.340566711	-0.031603979	 text	0
PRE0010	59	35	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024285714	-0.340566711	-0.031603979	 text	0
PRE0010	60	35	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024285714	-0.340566711	-0.031603979	 text	0
PRE0010	61	32	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015625	-0.340566711	-0.226415077	 text	0
PRE0010	62	29	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024137931	-0.340566711	-0.034928164	 text	0
PRE0010	63	27	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024074074	-0.340566711	-0.036364541	 text	0
PRE0010	64	25	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	-0.340566711	-0.038030737	 text	0
PRE0010	65	24	7.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015277778	-0.340566711	-0.234225373	 text	0
PRE0010	66	19	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023684211	-0.340566711	-0.045133996	 text	0
PRE0010	67	17	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023529412	-0.340566711	-0.048615985	 text	0
PRE0010	68	17	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023529412	-0.340566711	-0.048615985	 text	0
PRE0010	69	6	10.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.088888889	-0.340566711	1.421557385	 text	0
PRE0010	70	20	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	-0.340566711	-0.24047361	 text	0
PRE0010	71	22	6.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015151515	-0.340566711	-0.237065481	 text	0
PRE0010	72	13	0	0	1	0.5	0	0	0	0	0	0	2	0	0	0	0.013461538	-0.340566711	-0.275079229	 text	0
PRE0010	73	22	6.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015151515	-0.340566711	-0.237065481	 text	0
PRE0010	74	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0.3	-0.340566711	6.170217372	 text	0
PRE0010	75	22	6.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015151515	-0.340566711	-0.237065481	 text	0
PRE0010	76	19	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	-0.340566711	-0.577878399	 text	0
PRE0010	77	22	6.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015151515	-0.340566711	-0.237065481	 text	0
PRE0010	78	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0.3	-0.340566711	6.170217372	 text	0
PRE0010	79	22	6.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015151515	-0.340566711	-0.237065481	 text	0
PRE0010	80	13	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	-0.340566711	-0.577878399	 text	0
PRE0010	81	22	6.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015151515	-0.340566711	-0.237065481	 text	0
PRE0010	82	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0.3	-0.340566711	6.170217372	 text	0
PRE0010	83	22	6.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015151515	-0.340566711	-0.237065481	 text	0
PRE0010	84	20	0	0	0	0	0	0	0	0	0	0	3	1	0.333333333	0.05	0	1.956562001	-0.577878399	 text	0
PRE0010	85	20	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	-0.340566711	-0.24047361	 text	0
PRE0010	86	18	5.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014814815	-0.340566711	-0.244639101	 text	0
PRE0010	87	15	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023333333	-0.340566711	-0.053026505	 text	0
PRE0010	88	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022727273	-0.340566711	-0.066659022	 text	0
PRE0010	89	10	2.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013333333	-0.340566711	-0.277963031	 text	0
PRE0010	90	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021428571	-0.340566711	-0.095871558	 text	0
PRE0010	91	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021428571	-0.340566711	-0.095871558	 text	0
PRE0010	92	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022222222	-0.340566711	-0.078019453	 text	0
PRE0010	93	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	-0.340566711	0.54680423	 text	0
PRE0010	94	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.340566711	-0.577878399	 text	0
PRE0010	95	13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023076923	-0.340566711	-0.058794109	 text	0
PRE0010	96	15	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023333333	-0.340566711	-0.053026505	 text	0
PRE0010	97	13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023076923	-0.340566711	-0.058794109	 text	0
PRE0010	98	13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023076923	-0.340566711	-0.058794109	 text	0
PRE0010	99	16	4.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014583333	-0.340566711	-0.249845965	 text	0
PRE0010	100	24	0	0	4	1	0	0	4	0.166666667	4	0.166666667	4	0	0	0	0.116666667	-0.340566711	2.046381068	 text	0
